app,store,direction,category,item,purpose,optional
MyGuichet.lu,googleplay,collected,Calendar,Calendar events,App functionality,False
MyGuichet.lu,googleplay,collected,Financial info,User payment info and Other financial info,,False
MyGuichet.lu,googleplay,collected,Financial info,User payment info,App functionality,False
MyGuichet.lu,googleplay,collected,Financial info,Other financial info,App functionality,False
MyGuichet.lu,googleplay,collected,Files and docs,App functionality,,False
MyGuichet.lu,googleplay,collected,Personal info,Name,App functionality,False
MyGuichet.lu,googleplay,collected,Personal info,Email address,App functionality,False
MyGuichet.lu,googleplay,collected,Personal info,User Ids,App functionality,False
MyGuichet.lu,googleplay,collected,Personal info,Address,App functionality,False
MyGuichet.lu,googleplay,collected,Personal info,Phone number,App functionality,False
MyGuichet.lu,googleplay,collected,Personal info,Other info,App functionality,False
MyGuichet.lu,googleplay,collected,Device or other IDs,Device or other Ids,App functionality,False
MyGuichet.lu,googleplay,collected,Health and fitness,Health info and Fitness info,,False
MyGuichet.lu,googleplay,collected,Health and fitness,Health info,App functionality,False
MyGuichet.lu,googleplay,collected,Health and fitness,Fitness info,App functionality,False
MyGuichet.lu,googleplay,collected,Contacts,Contacts,App functionality,False
MyGuichet.lu,googleplay,shared,No data shared,,,False
Nalogi FL,googleplay,collected,Personal info,Email address,App functionality,False
Nalogi FL,googleplay,collected,Personal info,User Ids,App functionality,False
Nalogi FL,googleplay,collected,Personal info,Phone number,App functionality,True
Nalogi FL,googleplay,shared,No data shared,,,False
impots.gouv,googleplay,collected,Calendar,Calendar events,Personalization,True
impots.gouv,googleplay,collected,Personal info,Email address,Account management,False
impots.gouv,googleplay,collected,Personal info,User Ids,"App functionality, Account management, Address, Account management",False
impots.gouv,googleplay,collected,Personal info,Phone number,Account management,False
impots.gouv,googleplay,collected,Financial info,User payment info,App functionality,False
impots.gouv,googleplay,shared,No data shared,,,False
Gosuslugi Biometria,googleplay,collected,No data collected,,,False
Gosuslugi Biometria,googleplay,shared,No data shared,,,False
itsme,googleplay,collected,Personal info,Name,"App functionality, Account management",False
itsme,googleplay,collected,Personal info,Email address,"Developer communications, Advertising or marketing, Fraud prevention, security, and compliance",True
itsme,googleplay,collected,Personal info,User Ids,App functionality,False
itsme,googleplay,collected,Personal info,Address,App functionality,False
itsme,googleplay,collected,Personal info,Phone number,"App functionality, Account management",False
itsme,googleplay,collected,Personal info,Other info,App functionality,False
itsme,googleplay,collected,Device or other Ids,Device or other Ids,Analytics,False
itsme,googleplay,shared,App activity,App interactions,Analytics,False
itsme,googleplay,shared,App info and performance,Crash logs and Other app performance data,,False
itsme,googleplay,shared,App info and performance,Crash logs,Analytics,False
itsme,googleplay,shared,App info and performance,Other app performance data,Analytics,False
